year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,enrollment,magnet
"2009","090192000370","KINSELLA SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","618","Yes"
"2009","090192000997","LITTLE OWLS LEARNING CENTER","CT","HARTFORD SCHOOL DISTRICT","Not applicable","Regular school","No","Not applicable","No"
"2009","090192000364","M. D. FOX ELEMENTARY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","801","No"
"2009","090192000369","M. L. KING SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","513","No"
"2009","090192000371","MCDONOUGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","358","No"
"2009","090192000381","MILNER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","400","No"
"2009","090192000636","MOYLAN SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","610","No"
"2009","090192000372","NAYLOR SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","702","No"
"2009","090192000383","NOAH WEBSTER MICRO SOCIETY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","619","Yes"
"2009","090192001553","OPPORTUNITY HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","90","No"
"2009","090192000373","PARKVILLE COMMUNITY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","514","No"
"2009","090192001479","PATHWAYS TO TECHNOLOGY MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","351","Yes"
"2009","090192000375","QUIRK MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","244","No"
"2009","090192000376","RAWSON SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","734","No"
"2009","090192000026","SANCHEZ SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","493","No"
"2009","090192000377","SAND SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","413","No"
"2009","090192000378","SIMPSON-WAVERLY CLASSICAL MAGNET SCH","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","437","No"
"2009","090192001370","SPORTS AND MEDICAL SCIENCES ACADEMY","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","602","Yes"
"2009","090192001381","UNIVERSITY HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","362","Yes"
"2009","090192000382","WEAVER HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","335","No"
"2009","090192000384","WEST MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","698","No"
"2009","090192000385","WISH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","426","No"
"2008","090192001531","ANNIE FISHER MONTESSORI MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","101","Yes"
"2008","090192000362","ANNIE-FISHER MULTIPLE INTELLIGENCE M","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","376","No"
"2008","090192000354","BARNARD-BROWN SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Not applicable","Regular school","No","Not applicable","No"
"2008","090192000355","BATCHELDER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","546","No"
"2008","090192001534","BREAKTHROUGH II","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","102","No"
"2008","090192001369","BREAKTHROUGH MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","342","Yes"
"2008","090192000356","BULKELEY HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","1387","No"
"2008","090192000357","BURNS SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","534","No"
"2008","090192000358","BURR SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","520","No"
"2008","090192001435","CAPITOL PREPARATORY MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","271","Yes"
"2008","090192000359","CLARK SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","466","No"
"2008","090192001522","CULINARY ARTS ACADEMY","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","221","No"
"2008","090192000006","DR. JOSEPH BELIZZI MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","428","No"
"2008","090192001192","DR. RAMON E. BETANCES SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","439","No"
"2008","090192000360","DWIGHT SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","355","No"
"2008","090192000363","FOX MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","163","No"
"2008","090192001478","GREATER HARTFORD CLASSICAL MAGNET SC","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","697","Yes"
"2008","090192001295","HARTFORD MAGNET MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","613","Yes"
"2008","090192000365","HARTFORD PUBLIC HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","1541","No"
"2008","090192000366","HOOKER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","407","No"
"2008","090192001535","IB GLOBAL COMMUNICATIONS ACADEMY","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","208","No"
"2008","090192000368","KENNELLY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","799","No"
"2008","090192000370","KINSELLA SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","569","Yes"
"2008","090192000997","LITTLE OWLS LEARNING CENTER","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","17","No"
"2008","090192000364","M. D. FOX ELEMENTARY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","783","No"
"2008","090192000369","M. L. KING SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","522","No"
"2008","090192000371","MCDONOUGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","396","No"
"2008","090192000381","MILNER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","417","No"
"2008","090192000636","MOYLAN SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","537","No"
"2008","090192000372","NAYLOR SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","608","No"
"2008","090192000383","NOAH WEBSTER MICRO SOCIETY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","610","Yes"
"2008","090192000373","PARKVILLE COMMUNITY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","578","No"
"2008","090192001479","PATHWAYS TO TECHNOLOGY MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","391","Yes"
"2008","090192000375","QUIRK MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","568","No"
"2008","090192000376","RAWSON SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","755","No"
"2008","090192000026","SANCHEZ SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","528","No"
"2008","090192000377","SAND SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","442","No"
"2008","090192000378","SIMPSON-WAVERLY CLASSICAL MAGNET SCH","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","347","No"
"2008","090192001370","SPORTS AND MEDICAL SCIENCES ACADEMY","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","578","Yes"
"2008","090192000380","TWAIN SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Not applicable","Regular school","No","Not applicable","No"
"2008","090192001381","UNIVERSITY HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","346","Yes"
"2008","090192000382","WEAVER HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","873","No"
"2008","090192000384","WEST MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","670","No"
"2008","090192000385","WISH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","424","No"
"2007","090192000362","ANNIE-FISHER MULTIPLE INTELLIGENCE M","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","560","Yes"
"2007","090192000354","BARNARD-BROWN SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","333","No"
"2007","090192000355","BATCHELDER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","578","No"
"2007","090192001369","BREAKTHROUGH MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","320","Yes"
"2007","090192000356","BULKELEY HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","1484","No"
"2007","090192000357","BURNS SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","533","No"
"2007","090192000358","BURR SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","537","No"
"2007","090192001435","CAPITOL PREPARATORY MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","266","Yes"
"2007","090192000359","CLARK SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","442","No"
"2007","090192000006","DR. JOSEPH BELIZZI MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","447","No"
"2007","090192001192","DR. RAMON E. BETANCES SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","403","No"
"2007","090192000360","DWIGHT SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","434","No"
"2007","090192000363","FOX MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","461","No"
"2007","090192001478","GREATER HARTFORD CLASSICAL MAGNET SC","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","620","Yes"
"2007","090192001295","HARTFORD MAGNET MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","602","Yes"
"2007","090192000365","HARTFORD PUBLIC HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","1569","No"
"2007","090192000366","HOOKER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","403","Yes"
"2007","090192000368","KENNELLY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","809","No"
"2007","090192000370","KINSELLA SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","517","Yes"
"2007","090192000997","LITTLE OWLS LEARNING CENTER","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","12","No"
"2007","090192000364","M. D. FOX ELEMENTARY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","824","No"
"2007","090192000369","M. L. KING SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","600","No"
"2007","090192000371","MCDONOUGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","441","No"
"2007","090192000381","MILNER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","360","No"
"2007","090192000636","MOYLAN SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","598","No"
"2007","090192000372","NAYLOR SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","564","No"
"2007","090192000383","NOAH WEBSTER MICRO SOCIETY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","620","Yes"
"2007","090192000373","PARKVILLE COMMUNITY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","596","No"
"2007","090192001479","PATHWAYS TO TECHNOLOGY MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","350","Yes"
"2007","090192000375","QUIRK MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","575","No"
"2007","090192000376","RAWSON SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","586","No"
"2007","090192000026","SANCHEZ SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","580","No"
"2007","090192000377","SAND SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","366","No"
"2007","090192000378","SIMPSON-WAVERLY CLASSICAL MAGNET SCH","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","366","Yes"
"2007","090192001370","SPORTS AND MEDICAL SCIENCES ACADEMY","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","395","Yes"
"2007","090192000380","TWAIN SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","282","No"
"2007","090192001381","UNIVERSITY HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","342","Yes"
"2007","090192000382","WEAVER HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","1260","No"
"2007","090192000384","WEST MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","768","No"
"2007","090192000385","WISH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","437","No"
"2006","090192000362","ANNIE-FISHER MULTIPLE INTELLIGENCE M","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","620","Yes"
"2006","090192000354","BARNARD-BROWN SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","387","No"
"2006","090192000355","BATCHELDER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","510","No"
"2006","090192001369","BREAKTHROUGH MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","306","Yes"
"2006","090192000356","BULKELEY HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","1445","No"
"2006","090192000357","BURNS SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","511","No"
"2006","090192000358","BURR SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","513","No"
"2006","090192001435","CAPITOL PREPARATORY MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","260","Yes"
"2006","090192000359","CLARK SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","397","No"
"2006","090192000006","DR. JOSEPH BELIZZI MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","523","No"
"2006","090192001192","DR. RAMON E. BETANCES SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","395","No"
"2006","090192000360","DWIGHT SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","429","No"
"2006","090192000363","FOX MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","596","No"
"2006","090192001478","GREATER HARTFORD CLASSICAL MAGNET SC","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","584","Yes"
"2006","090192001295","HARTFORD MAGNET MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","606","Yes"
"2006","090192000365","HARTFORD PUBLIC HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","1550","No"
"2006","090192000366","HOOKER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","402","Yes"
"2006","090192000368","KENNELLY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","830","No"
"2006","090192000370","KINSELLA SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","489","Yes"
"2006","090192000997","LITTLE OWLS LEARNING CENTER","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","6","No"
"2006","090192000364","M. D. FOX ELEMENTARY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","830","No"
"2006","090192000369","M. L. KING SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","665","No"
"2006","090192000371","MCDONOUGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","464","No"
"2006","090192000381","MILNER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","404","No"
"2006","090192000636","MOYLAN SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","583","No"
"2006","090192000372","NAYLOR SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","576","No"
"2006","090192000383","NOAH WEBSTER MICRO SOCIETY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","625","No"
"2006","090192000373","PARKVILLE COMMUNITY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","561","No"
"2006","090192001479","PATHWAYS TO TECHNOLOGY MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","300","Yes"
"2006","090192000375","QUIRK MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","671","No"
"2006","090192000376","RAWSON SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","422","No"
"2006","090192000026","SANCHEZ SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","530","No"
"2006","090192000377","SAND SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","351","No"
"2006","090192000378","SIMPSON-WAVERLY CLASSICAL MAGNET SCH","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","371","No"
"2006","090192001370","SPORTS AND MEDICAL SCIENCES ACADEMY","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","402","Yes"
"2006","090192000380","TWAIN SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","290","No"
"2006","090192001381","UNIVERSITY HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","320","Yes"
"2006","090192000382","WEAVER HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","1282","No"
"2006","090192000384","WEST MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","739","No"
"2006","090192000385","WISH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","415","No"
"2005","090192000362","ANNIE-FISHER MULTIPLE INTELLIGENCE MAGNET SC","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","589","Yes"
"2005","090192000354","BARNARD-BROWN SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","504","No"
"2005","090192000355","BATCHELDER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","586","No"
"2005","090192001369","BREAKTHROUGH MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","226","Yes"
"2005","090192000356","BULKELEY HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","1230","No"
"2005","090192000357","BURNS SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","701","No"
"2005","090192000358","BURR SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","475","No"
"2005","090192001435","CAPITOL PREPARATORY MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","142","Yes"
"2005","090192000359","CLARK SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","436","No"
"2005","090192000006","DR. JOSEPH BELIZZI MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","699","No"
"2005","090192001192","DR. RAMON E. BETANCES SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","438","No"
"2005","090192000360","DWIGHT SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","577","No"
"2005","090192000363","FOX MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","761","No"
"2005","090192001478","GREATER HARTFORD CLASSICAL MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","428","Yes"
"2005","090192001295","HARTFORD MAGNET MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","572","Yes"
"2005","090192000365","HARTFORD PUBLIC HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","1068","No"
"2005","090192000366","HOOKER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","345","No"
"2005","090192000368","KENNELLY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","821","No"
"2005","090192000370","KINSELLA SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","425","No"
"2005","090192000997","LITTLE OWLS LEARNING CENTER","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","Not applicable","No"
"2005","090192000364","M. D. FOX ELEMENTARY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","925","No"
"2005","090192000369","M. L. KING SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","792","No"
"2005","090192000371","MCDONOUGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","504","No"
"2005","090192000381","MILNER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","501","No"
"2005","090192000636","MOYLAN SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","581","No"
"2005","090192000372","NAYLOR SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","561","No"
"2005","090192000383","NOAH WEBSTER MICRO SOCIETY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","562","Yes"
"2005","090192000373","PARKVILLE COMMUNITY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","664","No"
"2005","090192001479","PATHWAYS TO TECHNOLOGY MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","173","Yes"
"2005","090192000375","QUIRK MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","831","No"
"2005","090192000376","RAWSON SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","334","No"
"2005","090192000026","SANCHEZ SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","559","No"
"2005","090192000377","SAND SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","401","No"
"2005","090192000378","SIMPSON-WAVERLY CLASSICAL MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","420","Yes"
"2005","090192001370","SPORTS AND MEDICAL SCIENCES ACADEMY","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","318","Yes"
"2005","090192000380","TWAIN SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","347","No"
"2005","090192001381","UNIVERSITY HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","152","Yes"
"2005","090192000382","WEAVER HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","1016","No"
"2005","090192000384","WEST MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","795","No"
"2005","090192000385","WISH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","475","No"
"2004","090192000354","BARNARD-BROWN SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","457","No"
"2004","090192000355","BATCHELDER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","554","No"
"2004","090192001369","BREAKTHROUGH MAGNET SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","208","Yes"
"2004","090192000356","BULKELEY HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","1633","No"
"2004","090192000357","BURNS SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","618","No"
"2004","090192000358","BURR SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","460","No"
"2004","090192000359","CLARK SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","390","No"
"2004","090192000006","DR. JOSEPH BELIZZI MIDDLE S","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","744","No"
"2004","090192001192","DR. RAMON E. BETANCES SCHOO","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","441","No"
"2004","090192000360","DWIGHT SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","520","No"
"2004","090192000362","FISHER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","558","No"
"2004","090192000363","FOX MIDDLE SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","796","No"
"2004","090192001478","GREATER HARTFORD CLASSICAL","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","373","Yes"
"2004","090192001295","HARTFORD MAGNET MIDDLE SCHO","CT","HARTFORD SCHOOL DISTRICT","Middle","Regular school","No","600","Yes"
"2004","090192000365","HARTFORD PUBLIC HIGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","High","Regular school","No","1405","No"
"2004","090192001380","HARTFORD TRANSITIONAL LEARN","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","60","No"
"2004","090192000222","HARTFORD TRANSITIONAL LEARN","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","195","No"
"2004","090192000366","HOOKER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","318","No"
"2004","090192000368","KENNELLY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","817","No"
"2004","090192000370","KINSELLA SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","384","No"
"2004","090192000997","LITTLE OWLS LEARNING CENTER","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","Not applicable","No"
"2004","090192000364","M. D. FOX ELEMENTARY SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","866","No"
"2004","090192000369","M. L. KING SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","729","No"
"2004","090192000371","MCDONOUGH SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","491","No"
"2004","090192000381","MILNER SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","493","No"
"2004","090192000636","MOYLAN SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","540","No"
"2004","090192000372","NAYLOR SCHOOL","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","563","No"
"2004","090192000373","PARKVILLE COMMUNITY","CT","HARTFORD SCHOOL DISTRICT","Primary","Regular school","No","611","No"
"2004","090192001479","PATHWAYS TO TECHNOLOGY MAGN","CT","HARTFORD SCHOOL DISTRICT","Other","Regular school","No","162","Yes"
